"","id","one","t","diff"
"1",1,1,1,0.106439514703723
"2",2,1,2,0.223000911797811
"3",3,1,3,0.144510181116292
"4",4,1,4,-0.0845235646298223
"5",5,1,5,-0.0959256739115495
"6",6,1,6,0.00905716945828898
"7",7,1,7,0.00414778042130862
"8",8,1,8,-0.115633775635248
"9",9,1,9,-0.0877865515533555
"10",10,1,10,0.0502867368392201
"11",11,1,11,0.102780983792789
"12",12,1,12,-0.0132398199273519
"13",13,1,13,-0.0320633765173836
"14",14,1,14,-0.163023876008018
"15",15,1,15,-0.136967217109214
"16",16,1,16,-0.00286519897116959
"17",17,1,17,0.092136718581681
"18",18,1,18,-0.163217548445288
"19",19,1,19,-0.0385255951474711
"20",20,1,20,-0.170306603137032
"21",21,1,21,-0.00673767890776156
"22",22,1,22,0.147495261965042
"23",23,1,23,-0.0817786853004982
"24",24,1,24,0.0369197429149284
"25",25,1,25,0.0652627143650952
"26",26,1,26,0.112203472105359
"27",27,1,27,0.0224236059060521
"28",28,1,28,-0.112847752941348
"29",29,1,29,0.244988985912927
"30",30,1,30,0.151074012131746
"31",31,1,31,-0.0554817178244713
"32",32,1,32,0.0217807927941114
"33",33,1,33,-0.109128927402736
"34",34,1,34,0.0983957265770345
"35",35,1,35,0.0499104550604034
"36",36,1,36,-0.203285665196329
"37",37,1,37,-0.138854044875901
"38",38,1,38,0.0647555615638131
"39",39,1,39,0.00123004293043992
"40",40,1,40,-0.105043850531268
"41",41,1,41,0.0939027042405128
"42",42,1,42,-0.0240015878967759
"43",43,1,43,-0.129798360581621
"44",44,1,44,0.0658551654140339
"45",45,1,45,-0.00739193927998115
"46",46,1,46,0.183136456733584
"47",47,1,47,0.224914282172512
"48",48,1,48,0.0370760826149778
"49",49,1,49,-0.00374181695864585
"50",50,1,50,-0.133185166322701
"51",51,1,51,-0.0935410778718919
"52",52,1,52,-0.136207917576989
"53",53,1,53,0.000639378318507688
"54",54,1,54,0.0828424517484464
"55",55,1,55,-0.0960815508324187
"56",56,1,56,-0.0850474481536593
"57",57,1,57,0.0195305745994363
"58",58,1,58,-0.00534981420853432
"59",59,1,59,0.05286307701101
"60",60,1,60,-0.0980790598649879
"61",61,1,61,0.13121406112608
"62",62,1,62,0.10447381223814
"63",63,1,63,0.0479650735296353
"64",64,1,64,0.0151090114804358
"65",65,1,65,-0.0413446744708774
"66",66,1,66,-0.0111099006298586
"67",67,1,67,-0.0529683167539785
"68",68,1,68,0.0447338148229557
"69",69,1,69,0.118898753929582
"70",70,1,70,0.0215736244302251
"71",71,1,71,0.114797318054252
"72",72,1,72,-0.0337380691601981
"73",73,1,73,-0.0389870886279609
"74",74,1,74,0.0961495157530336
"75",75,1,75,-0.0312139309006897
"76",76,1,76,-0.0212037064113924
"77",77,1,77,-0.0707199926366561
"78",78,1,78,-0.0445033090058335
"79",79,1,79,-0.109005193567388
"80",80,1,80,0.0292207603474952
"81",81,1,81,-0.110068268972925
"82",82,1,82,-0.0799662688545137
"83",83,1,83,0.0251068347020222
"84",84,1,84,-0.128045520086391
"85",85,1,85,-0.0912352715684278
"86",86,1,86,0.0727289231750977
"87",87,1,87,0.27217897260537
"88",88,1,88,-0.0527022733930593
"89",89,1,89,0.00821180559581214
"90",90,1,90,0.0299188954587094
"91",91,1,91,0.0335569543706604
"92",92,1,92,0.103833565952009
"93",93,1,93,0.140735919219529
"94",94,1,94,0.0139378781312083
"95",95,1,95,-0.0595811888178199
"96",96,1,96,0.04589142415489
"97",97,1,97,0.0747234502731918
"98",98,1,98,-0.161858770415176
"99",99,1,99,-0.0555036757197815
"100",100,1,100,-0.329538722635917
"101",101,1,101,0.00407834670640378
"102",102,1,102,-0.1665075710565
"103",103,1,103,0.0540189927007996
"104",104,1,104,0.00858512691355572
"105",105,1,105,-0.0148810106961281
"106",106,1,106,0.0962009328682451
"107",107,1,107,0.0420226209431999
"108",108,1,108,-0.0391036072352397
"109",109,1,109,-0.153318176923185
"110",110,1,110,0.0335165836041232
"111",111,1,111,0.0684135859201054
"112",112,1,112,0.0478255462720252
"113",113,1,113,0.138865309402426
"114",114,1,114,0.0377061447214385
"115",115,1,115,0.0615773194744446
