"","diff","t"
"1",-0.205910481738807,1
"2",-0.114868162415361,2
"3",0.167620774423792,3
"4",-0.213247111200492,4
"5",-0.0793471506141177,5
"6",-0.21496591451859,6
"7",0.00650362634362735,7
"8",-0.185012777154643,8
"9",-0.116059622982064,9
"10",0.0535563017282146,10
"11",0.107298300608341,11
"12",-0.165350355508549,12
"13",-0.165493936683877,13
"14",-0.109632936416492,14
"15",0.261085553194423,15
"16",0.299233421409869,16
"17",0.0110651743137728,17
"18",0.152574296139539,18
"19",0.559237835577812,19
"20",0.337608859784208,20
"21",0.190335010016772,21
"22",-0.000936677836786567,22
"23",-0.264621713565893,23
"24",0.0524991154910365,24
"25",-0.0233911078686922,25
"26",0.0213603852433958,26
"27",-0.360551726832278,27
"28",-0.193110231403987,28
"29",0.319145316495179,29
"30",0.388291618886137,30
"31",0.123339624605291,31
"32",0.177552498354402,32
"33",-0.0888773890365239,33
"34",-0.0422075528300436,34
"35",-0.0573741394521925,35
"36",-0.0313365911643205,36
"37",0.0737231984269483,37
"38",0.00963273348552929,38
"39",0.0232475529008917,39
"40",-0.0784850164072905,40
"41",0.26172937274689,41
"42",0.223780866676619,42
"43",0.0703128677266527,43
"44",0.160896859803189,44
"45",-0.15540629264314,45
"46",-0.0988774286822151,46
"47",-0.342545548142208,47
"48",-0.20793760709197,48
"49",-0.156153540820956,49
"50",-0.184561597286776,50
"51",-0.0150722423897158,51
"52",-0.0991266359498024,52
"53",-0.0566618285319757,53
"54",0.18378468141394,54
"55",0.208871794238852,55
"56",0.270895212530317,56
"57",0.105111146734411,57
"58",0.309264485870107,58
"59",-0.16129816240706,59
"60",-0.0930069892722776,60
"61",0.119869161905117,61
"62",-0.416088932080264,62
"63",-0.132436438406151,63
"64",0.0133670720720558,64
"65",-0.0778354436912652,65
"66",0.0852158899656108,66
"67",-0.119073975140555,67
"68",-0.203786954224827,68
"69",0.00838122605959021,69
"70",0.0805591053532569,70
"71",0.126436121338299,71
"72",0.179174074049408,72
"73",-0.0968701098168829,73
"74",-0.054759474444227,74
"75",0.203463412453503,75
"76",0.282546639404235,76
"77",-0.273173583029612,77
"78",0.156084484491093,78
"79",-0.148817925571481,79
"80",-0.189599623183735,80
"81",-0.0837840599419321,81
"82",0.0354794791447281,82
"83",-0.144336589820745,83
"84",-0.0173549034123526,84
"85",-0.0512492157969063,85
"86",0.112389705545877,86
"87",-0.0466327490181357,87
"88",-0.1297090453016,88
"89",-0.0110530828550114,89
"90",-0.0405326864405698,90
"91",0.351111617565227,91
"92",-0.0706407967975828,92
"93",0.0655070181598412,93
"94",-0.0382628250865497,94
"95",0.195797157596252,95
"96",0.132386771730601,96
"97",-0.0100391387593418,97
"98",-0.0312069297898379,98
"99",0.072234266015443,99
"100",-0.0829610108856584,100
"101",-0.205746204554589,101
"102",0.0879752964508735,102
"103",0.257356133115019,103
"104",0.0740069915730012,104
"105",-0.331368671071522,105
"106",-0.1237800487559,106
"107",0.137925999069644,107
"108",-0.0395118562669903,108
"109",-0.0867197027325437,109
"110",-0.0963892334489576,110
"111",-0.0756175353898678,111
"112",0.0720028936365917,112
"113",-0.0500152647158805,113
"114",0.232392241336599,114
"115",0.119255691657633,115
"116",-0.0962649157066456,116
"117",0.0724032649651718,117
"118",0.101124680999841,118
"119",0.106948484221427,119
"120",0.0142186227907478,120
"121",0.0479019622914451,121
"122",-0.16609255069935,122
"123",-0.0290702552728383,123
"124",-0.116731917870913,124
"125",-0.103870739032514,125
"126",0.0126892222319682,126
"127",0.0978204470523925,127
"128",-0.00189120206733591,128
"129",0.105066717252305,129
"130",0.0310927922357855,130
"131",0.00587835289333211,131
"132",0.109981823105587,132
"133",-0.103882226057967,133
"134",-0.157500118798999,134
"135",0.0192107703374613,135
"136",0.132968358405255,136
"137",-0.177672255173168,137
"138",-0.08647772728922,138
"139",-0.256445723974558,139
"140",-0.0691199671236184,140
"141",-0.0133023514462154,141
"142",0.0952975197582048,142
"143",0.00278406195541869,143
"144",-0.150499046323924,144
"145",0.0340526879046009,145
"146",-0.103331233940911,146
"147",0.107143166607513,147
"148",-0.148919484967421,148
"149",0.0236984353197528,149
"150",-0.133830498089375,150
"151",0.179206532164334,151
"152",-0.0371677701914074,152
"153",0.0444915432170342,153
"154",0.138870724308054,154
"155",0.177732379249639,155
"156",-0.157911824527316,156
"157",-0.0171937911428802,157
"158",0.115673305859446,158
"159",0.210115792953713,159
"160",0.157520676070639,160
"161",-0.0375276691699409,161
"162",0.0702928023515338,162
"163",0.0564257268678594,163
"164",-0.0465299713539113,164
"165",0.205129626951748,165
"166",0.0237683819765264,166
"167",0.147591740403166,167
"168",0.0583507051700469,168
"169",-0.10423469545912,169
"170",-0.0824570739538702,170
"171",0.0431144566322816,171
"172",-0.132514458441844,172
"173",-0.0635813838769972,173
"174",-0.173605795284189,174
"175",-0.308779773043857,175
"176",-0.0849231557524698,176
"177",-0.0762955703694693,177
"178",0.0571432901181924,178
"179",-0.289365679327547,179
"180",-0.246380155342662,180
"181",0.136429186114281,181
"182",0.229379446031461,182
"183",-0.00256962196109434,183
"184",-0.106325625941978,184
"185",-0.185306428688524,185
"186",0.0122874124500315,186
"187",0.0252032668901554,187
"188",-0.0313684831131658,188
"189",0.120498314937176,189
"190",0.196374051630535,190
"191",0.0925707227258836,191
"192",0.359138380299505,192
"193",-0.0196131942268317,193
"194",0.0236031461445878,194
"195",-0.257692226806692,195
"196",-0.0136191700869559,196
"197",0.0541066628890973,197
"198",-0.0934464038720427,198
"199",-0.0356377496800222,199
