"","id","one","t","diff"
"1",1,1,1,-0.0127812812206086
"2",2,1,2,0.26584041575207
"3",3,1,3,0.147301304027547
"4",4,1,4,0.0213644444948415
"5",5,1,5,0.0647107696542071
"6",6,1,6,-0.0334866966370079
"7",7,1,7,0.0177993674390835
"8",8,1,8,-0.0272055377122266
"9",9,1,9,-0.13457289876614
"10",10,1,10,0.077800054104625
"11",11,1,11,0.0175022212438521
"12",12,1,12,0.0204052880597617
"13",13,1,13,-0.314488105890189
"14",14,1,14,-0.183010110302823
"15",15,1,15,-0.095611010263721
"16",16,1,16,-0.156878531739777
"17",17,1,17,0.118558083302467
"18",18,1,18,0.0803428472837101
"19",19,1,19,-0.0336235633669809
"20",20,1,20,-0.10646402891046
"21",21,1,21,0.0433687929613736
"22",22,1,22,-0.0139033295902651
"23",23,1,23,-0.0197084316069198
"24",24,1,24,-0.0647336938195951
"25",25,1,25,0.0877211127327889
"26",26,1,26,0.150425032759674
"27",27,1,27,0.0163490871143935
"28",28,1,28,-0.121467590477783
"29",29,1,29,0.00739399134750475
"30",30,1,30,-0.0962952736004051
"31",31,1,31,-0.123886383574996
"32",32,1,32,-0.134343319289954
"33",33,1,33,0.0172466408601204
"34",34,1,34,0.029102236625571
"35",35,1,35,0.0338880499415672
"36",36,1,36,0.209499020078809
"37",37,1,37,-0.0581381354342659
"38",38,1,38,-0.168948619539226
"39",39,1,39,-0.0117789814629516
"40",40,1,40,-0.109033302984081
"41",41,1,41,0.095814700079001
"42",42,1,42,0.155531218769181
"43",43,1,43,0.274973940050453
"44",44,1,44,0.0925813995788857
"45",45,1,45,0.152209287826992
"46",46,1,46,0.0251258524772311
"47",47,1,47,0.0584099124626989
"48",48,1,48,-0.0396252512257203
"49",49,1,49,-0.137988414964688
"50",50,1,50,-0.155177883360089
"51",51,1,51,-0.0177789271829229
"52",52,1,52,-0.237216771417743
"53",53,1,53,0.0361796400710751
"54",54,1,54,0.0168152861663955
"55",55,1,55,0.193005076372687
"56",56,1,56,-0.0390077450917785
"57",57,1,57,0.068324960490608
"58",58,1,58,0.0566563237852951
"59",59,1,59,-0.104419346314496
"60",60,1,60,-0.00520058463166105
"61",61,1,61,0.0289659077298068
"62",62,1,62,0.187611238023345
"63",63,1,63,-0.122451353767587
"64",64,1,64,-0.143457468366651
"65",65,1,65,0.176135857532667
"66",66,1,66,0.361009489983988
"67",67,1,67,-0.105695052367598
"68",68,1,68,-0.000195431455142971
"69",69,1,69,-0.0844124282190415
"70",70,1,70,-0.116166125803497
"71",71,1,71,-0.0812104650876687
"72",72,1,72,0.13628203672135
"73",73,1,73,-0.110706064722125
"74",74,1,74,-0.0226320407837639
"75",75,1,75,0.176907413421766
"76",76,1,76,0.0801886090450729
"77",77,1,77,0.0650819964458442
"78",78,1,78,0.120519414861806
"79",79,1,79,0.0548284111946368
"80",80,1,80,-0.116356936907215
"81",81,1,81,0.171888866380199
"82",82,1,82,-0.0623923516636549
"83",83,1,83,0.022447697027709
"84",84,1,84,0.0950290166363148
"85",85,1,85,-0.0602391733540016
"86",86,1,86,-0.119522330530085
"87",87,1,87,0.0475554027983234
"88",88,1,88,0.00556506888414542
"89",89,1,89,-0.0476261325268473
"90",90,1,90,-0.0540806107953951
"91",91,1,91,-0.0168146117110017
"92",92,1,92,-0.0229736723082062
"93",93,1,93,0.208232367969063
"94",94,1,94,-0.0607114037475874
"95",95,1,95,0.0233894256618746
"96",96,1,96,-0.089799462428707
"97",97,1,97,0.0128500594832393
"98",98,1,98,-0.168396758275938
"99",99,1,99,-0.180695047654873
"100",100,1,100,-0.0900164584267808
"101",101,1,101,0.10837833336182
"102",102,1,102,-0.272720071478069
"103",103,1,103,-0.204266808253204
"104",104,1,104,0.0120370343673097
"105",105,1,105,-0.0878862966706527
"106",106,1,106,0.295362542450316
"107",107,1,107,-0.0684879805658721
"108",108,1,108,-0.094569587070893
"109",109,1,109,0.1807766746285
"110",110,1,110,0.094566757772541
"111",111,1,111,0.0256840666607235
"112",112,1,112,0.0558389330655831
"113",113,1,113,0.170250440503155
"114",114,1,114,-0.160026486060563
"115",115,1,115,0.0602548984695371
