"","diff","t"
"1",0.157671452576396,1
"2",-0.224146130801427,2
"3",-0.224164462707539,3
"4",0.000871679861221802,4
"5",0.103023619120642,5
"6",-0.0395932835010345,6
"7",-0.154405647615009,7
"8",0.081361367394228,8
"9",0.310834944905282,9
"10",0.123731446210389,10
"11",-0.0869111103994399,11
"12",-0.0408556382670932,12
"13",0.042884034622173,13
"14",-0.0121926407594586,14
"15",0.132100869826579,15
"16",-0.243593568942495,16
"17",-0.165845342956911,17
"18",0.106903177366827,18
"19",-0.0387168701870637,19
"20",0.164245485174106,20
"21",0.197305384696389,21
"22",-0.00250541636384855,22
"23",-0.02652325315311,23
"24",-0.00830091803209199,24
"25",0.0859311847715861,25
"26",-0.302612243890229,26
"27",0.078861083469364,27
"28",-0.0239424743235954,28
"29",-0.0316580445211524,29
"30",-0.307897095997139,30
"31",-0.242137030753452,31
"32",-0.215898472769871,32
"33",-0.0676918481942088,33
"34",-0.267304738460119,34
"35",0.0395621550958575,35
"36",-0.100619167161067,36
"37",0.0415555400332398,37
"38",0.215302483660812,38
"39",-0.0283445316509814,39
"40",0.0490649629622883,40
"41",-0.0605506714064807,41
"42",-0.191930830426561,42
"43",0.344302932155149,43
"44",0.048532649385633,44
"45",0.24995825770854,45
"46",-0.126660561036802,46
"47",0.00359979154753073,47
"48",-0.0740430972396015,48
"49",-0.101889807161595,49
"50",-0.160139969260958,50
"51",0.164887456775478,51
"52",-0.0467079336402263,52
"53",0.087611798671058,53
"54",-0.0641609552367122,54
"55",0.197045124566252,55
"56",-0.00601362560972499,56
"57",0.0632056748292002,57
"58",-0.0544602495056657,58
"59",-0.037562928565452,59
"60",0.00215176861736058,60
"61",0.154596923532266,61
"62",0.0579501363332252,62
"63",-0.0136526612596251,63
"64",-0.101711313092025,64
"65",-0.0126447748735179,65
"66",-0.107920123863257,66
"67",-0.273605311457878,67
"68",0.215778381153744,68
"69",-0.00133968804092853,69
"70",0.0326762113668558,70
"71",-0.148227096182227,71
"72",0.343321795383815,72
"73",0.0435899134391212,73
"74",0.0252965063148267,74
"75",0.0751644551183681,75
"76",0.110262400049599,76
"77",0.0939883776707426,77
"78",0.153053772507852,78
"79",0.03714278609443,79
"80",-0.133605075436259,80
"81",-0.166277369059997,81
"82",-0.184165034237308,82
"83",-0.086064013363147,83
"84",0.0162042607707138,84
"85",-0.00740175389343655,85
"86",0.0356090914044855,86
"87",0.135787665072419,87
"88",0.187283990422144,88
"89",0.131755832325771,89
"90",0.226188002641564,90
"91",0.126646954535623,91
"92",0.0718231434373341,92
"93",-0.0885874063819615,93
"94",-0.0757650150017367,94
"95",-0.0113059104427109,95
"96",-0.192790966686267,96
"97",-0.0834317681436752,97
"98",-0.0693755297834356,98
"99",-0.125212123518694,99
"100",-0.0585566986454004,100
"101",-0.0132199278969097,101
"102",-0.0300463399256903,102
"103",0.12414713068045,103
"104",-0.0259986192355677,104
"105",-0.128616984638188,105
"106",0.0481176415687839,106
"107",0.290647268468598,107
"108",0.0855964136131878,108
"109",0.048592512883644,109
"110",-0.0391676715596593,110
"111",-0.0639581922438768,111
"112",0.0857457239717662,112
"113",-0.240984992442688,113
"114",0.0447808000304256,114
"115",0.0245499745174641,115
"116",-0.102992534142297,116
"117",0.199638109621566,117
"118",-0.0161759427359704,118
"119",-0.167940254829541,119
"120",0.0700369884781542,120
"121",-0.098517677242115,121
"122",0.0443263729207863,122
"123",-0.075697332806698,123
"124",0.0488996109463458,124
"125",-0.0877422944141547,125
"126",0.045453844979263,126
"127",-0.339789651114757,127
"128",0.0158519278023793,128
"129",0.0351412961575919,129
"130",0.135828141872439,130
"131",0.0912319121221991,131
"132",-0.032410154957634,132
"133",0.326368183537439,133
"134",0.185537663468909,134
"135",0.434426197339742,135
"136",0.448027058510631,136
"137",0.0327685561274519,137
"138",0.0207872225226506,138
"139",0.289253931189501,139
"140",0.0923078046447296,140
"141",0.284529001723824,141
"142",0.245315322779427,142
"143",0.0619178402969998,143
"144",-0.207126710034297,144
"145",0.303356103168278,145
"146",0.0602893499567727,146
"147",0.175344246991234,147
"148",0.0135039640190761,148
"149",-0.050617239846218,149
"150",-0.121410191742912,150
"151",-0.0792549907983419,151
"152",-0.184623614704498,152
"153",0.148644325272949,153
"154",-0.122938112447818,154
"155",-0.358274170777274,155
"156",-0.128511677616777,156
"157",-0.113032205986013,157
"158",0.191546764480074,158
"159",0.0703481715172075,159
"160",-0.0466963374644686,160
"161",0.0410562083796632,161
"162",-0.0237192685926188,162
"163",0.109547413686772,163
"164",0.0949079680257771,164
"165",-0.237340544734394,165
"166",-0.17388329171971,166
"167",0.0592050616070465,167
"168",0.0748392003939536,168
"169",0.130660698743688,169
"170",0.0579005341858101,170
"171",0.108403747485868,171
"172",0.0841908656974887,172
"173",-0.113395272007784,173
"174",0.0463583008140536,174
"175",-0.0740160626865313,175
"176",-0.0484233260118245,176
"177",-0.091181240989376,177
"178",-0.0180739589918677,178
"179",0.0434573335996552,179
"180",0.134188996111913,180
"181",-0.182140440923905,181
"182",0.0396987298930201,182
"183",-0.127491115506869,183
"184",-0.0930623433275074,184
"185",0.0411926508070204,185
"186",0.037241250599415,186
"187",0.0550979972866677,187
"188",0.0919467392932441,188
"189",-0.127398090934125,189
"190",-0.289872972899077,190
"191",-0.401022715681392,191
"192",-0.26813464076765,192
"193",-0.140541764342669,193
"194",-0.126693548721653,194
"195",-0.275240341097708,195
"196",-0.234899094141366,196
"197",-0.0450851077239892,197
"198",-0.0300067226967892,198
"199",-0.0700498971992621,199
"200",0.281045403731261,200
